Hourly measurement data supplied by UK-air on 21/12/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"Sheffield Devonshire Green",
2020-01-12,10:00:00,10.52814,V ugm-3
2020-01-12,11:00:00,10.95656,V ugm-3
2020-01-12,12:00:00,11.77954,V ugm-3
2020-01-12,13:00:00,11.56585,V ugm-3
2020-01-12,14:00:00,13.02981,V ugm-3
2020-01-12,15:00:00,12.70855,V ugm-3
2020-01-12,16:00:00,15.74224,V ugm-3
2020-01-12,17:00:00,26.27482,V ugm-3
2020-01-12,18:00:00,35.80365,V ugm-3
2020-01-12,19:00:00,24.98834,V ugm-3
2020-01-12,20:00:00,24.66908,V ugm-3
2020-01-12,21:00:00,23.2032,V ugm-3
2020-01-12,22:00:00,18.16876,V ugm-3
2020-01-12,23:00:00,14.20466,V ugm-3
2020-01-12,24:00:00,16.41764,V ugm-3
2020-01-13,01:00:00,13.12602,V ugm-3
2020-01-13,02:00:00,12.50709,V ugm-3
2020-01-13,03:00:00,10.80882,V ugm-3
2020-01-13,04:00:00,8.27554,V ugm-3
2020-01-13,05:00:00,8.02571,V ugm-3
2020-01-13,06:00:00,6.9557,V ugm-3
2020-01-13,07:00:00,10.48804,V ugm-3
2020-01-13,08:00:00,30.78743,V ugm-3
2020-01-13,09:00:00,40.96425,V ugm-3
2020-01-13,10:00:00,36.54719,V ugm-3
2020-01-13,11:00:00,24.30277,V ugm-3
2020-01-13,12:00:00,33.11736,V ugm-3
2020-01-13,13:00:00,25.51402,V ugm-3
2020-01-13,14:00:00,24.65729,V ugm-3
2020-01-13,15:00:00,21.16036,V ugm-3
2020-01-13,16:00:00,19.80709,V ugm-3
2020-01-13,17:00:00,22.23184,V ugm-3
2020-01-13,18:00:00,20.19701,V ugm-3
2020-01-13,19:00:00,10.59747,V ugm-3
2020-01-13,20:00:00,12.23769,V ugm-3
2020-01-13,21:00:00,9.99011,V ugm-3
2020-01-13,22:00:00,9.88318,V ugm-3
2020-01-13,23:00:00,7.74221,V ugm-3
2020-01-13,24:00:00,5.7798,V ugm-3
2020-01-14,01:00:00,6.98942,V ugm-3
2020-01-14,02:00:00,8.36876,V ugm-3
2020-01-14,03:00:00,6.63228,V ugm-3
2020-01-14,04:00:00,5.77625,V ugm-3
2020-01-14,05:00:00,6.84511,V ugm-3
2020-01-14,06:00:00,8.34202,V ugm-3
2020-01-14,07:00:00,11.51604,V ugm-3
2020-01-14,08:00:00,16.9063,V ugm-3
2020-01-14,09:00:00,21.47363,V ugm-3
2020-01-14,10:00:00,23.75418,V ugm-3
2020-01-14,11:00:00,25.46355,V ugm-3
2020-01-14,12:00:00,32.06703,V ugm-3
2020-01-14,13:00:00,45.51889,V ugm-3
2020-01-14,14:00:00,41.41211,V ugm-3
2020-01-14,15:00:00,34.77434,V ugm-3
2020-01-14,16:00:00,16.26549,V ugm-3
2020-01-14,17:00:00,12.12775,V ugm-3
2020-01-14,18:00:00,11.05796,V ugm-3
2020-01-14,19:00:00,12.58984,V ugm-3
2020-01-14,20:00:00,13.30163,V ugm-3
2020-01-14,21:00:00,9.80668,V ugm-3
2020-01-14,22:00:00,8.66714,V ugm-3
2020-01-14,23:00:00,7.02691,V ugm-3
2020-01-14,24:00:00,7.24029,V ugm-3
2020-01-15,01:00:00,6.55857,V ugm-3
2020-01-15,02:00:00,8.88616,V ugm-3
2020-01-15,03:00:00,8.66131,V ugm-3
2020-01-15,04:00:00,6.34338,V ugm-3
2020-01-15,05:00:00,5.98722,V ugm-3
2020-01-15,06:00:00,7.02036,V ugm-3
2020-01-15,07:00:00,10.15654,V ugm-3
2020-01-15,08:00:00,20.35274,V ugm-3
2020-01-15,09:00:00,25.31394,V ugm-3
2020-01-15,10:00:00,22.42597,V ugm-3
2020-01-15,11:00:00,17.90001,V ugm-3
2020-01-15,12:00:00,17.55055,V ugm-3
2020-01-15,13:00:00,15.33547,V ugm-3
2020-01-15,14:00:00,14.94298,V ugm-3
2020-01-15,15:00:00,13.69607,V ugm-3
2020-01-15,16:00:00,18.43496,V ugm-3
2020-01-15,17:00:00,20.18071,V ugm-3
2020-01-15,18:00:00,19.71666,V ugm-3
2020-01-15,19:00:00,16.96759,V ugm-3
2020-01-15,20:00:00,12.72606,V ugm-3
2020-01-15,21:00:00,10.01646,V ugm-3
2020-01-15,22:00:00,10.08843,V ugm-3
2020-01-15,23:00:00,9.34007,V ugm-3
2020-01-15,24:00:00,6.30888,V ugm-3
2020-01-16,01:00:00,13.43877,V ugm-3
2020-01-16,02:00:00,16.53082,V ugm-3
2020-01-16,03:00:00,14.10843,V ugm-3
2020-01-16,04:00:00,11.79098,V ugm-3
2020-01-16,05:00:00,11.21894,V ugm-3
2020-01-16,06:00:00,12.25198,V ugm-3
2020-01-16,07:00:00,18.09329,V ugm-3
2020-01-16,08:00:00,26.18246,V ugm-3
2020-01-16,09:00:00,29.46946,V ugm-3
2020-01-16,10:00:00,31.21765,V ugm-3
2020-01-16,11:00:00,23.59084,V ugm-3
2020-01-16,12:00:00,29.26257,V ugm-3
2020-01-16,13:00:00,26.90235,V ugm-3
2020-01-16,14:00:00,33.92231,V ugm-3
2020-01-16,15:00:00,27.86831,V ugm-3
2020-01-16,16:00:00,24.91137,V ugm-3
2020-01-16,17:00:00,21.91272,V ugm-3
2020-01-16,18:00:00,23.16209,V ugm-3
2020-01-16,19:00:00,17.81426,V ugm-3
2020-01-16,20:00:00,15.53328,V ugm-3
2020-01-16,21:00:00,10.86631,V ugm-3
2020-01-16,22:00:00,10.22459,V ugm-3
2020-01-16,23:00:00,12.64699,V ugm-3
2020-01-16,24:00:00,12.50523,V ugm-3
2020-01-17,01:00:00,13.76783,V ugm-3
2020-01-17,02:00:00,18.09126,V ugm-3
2020-01-17,03:00:00,29.17357,V ugm-3
2020-01-17,04:00:00,13.21078,V ugm-3
2020-01-17,05:00:00,12.74464,V ugm-3
2020-01-17,06:00:00,13.17213,V ugm-3
2020-01-17,07:00:00,22.21531,V ugm-3
2020-01-17,08:00:00,42.9788,V ugm-3
2020-01-17,09:00:00,39.39496,V ugm-3
2020-01-17,10:00:00,33.61577,V ugm-3
2020-01-17,11:00:00,22.50507,V ugm-3
2020-01-17,12:00:00,16.19963,V ugm-3
2020-01-17,13:00:00,19.54887,V ugm-3
2020-01-17,14:00:00,21.68268,V ugm-3
2020-01-17,15:00:00,21.97036,V ugm-3
2020-01-17,16:00:00,22.86028,V ugm-3
2020-01-17,17:00:00,28.80713,V ugm-3
2020-01-17,18:00:00,20.08543,V ugm-3
2020-01-17,19:00:00,19.94344,V ugm-3
2020-01-17,20:00:00,20.83363,V ugm-3
2020-01-17,21:00:00,23.71876,V ugm-3
2020-01-17,22:00:00,16.52198,V ugm-3
2020-01-17,23:00:00,19.69385,V ugm-3
2020-01-17,24:00:00,16.66712,V ugm-3
2020-01-18,01:00:00,19.40955,V ugm-3
2020-01-18,02:00:00,21.16549,V ugm-3
2020-01-18,03:00:00,15.44612,V ugm-3
2020-01-18,04:00:00,9.00506,V ugm-3
2020-01-18,05:00:00,7.40117,V ugm-3
2020-01-18,06:00:00,6.58179,V ugm-3
2020-01-18,07:00:00,7.68478,V ugm-3
2020-01-18,08:00:00,8.36101,V ugm-3
2020-01-18,09:00:00,11.03055,V ugm-3
2020-01-18,10:00:00,11.92008,V ugm-3
2020-01-18,11:00:00,13.91421,V ugm-3
2020-01-18,12:00:00,14.87718,V ugm-3
2020-01-18,13:00:00,18.89945,V ugm-3
2020-01-18,14:00:00,21.35574,V ugm-3
2020-01-18,15:00:00,18.22019,V ugm-3
2020-01-18,16:00:00,15.12391,V ugm-3
2020-01-18,17:00:00,15.40909,V ugm-3
2020-01-18,18:00:00,20.38948,V ugm-3
2020-01-18,19:00:00,28.11666,V ugm-3
2020-01-18,20:00:00,29.61264,V ugm-3
2020-01-18,21:00:00,37.74166,V ugm-3
2020-01-18,22:00:00,25.228,V ugm-3
2020-01-18,23:00:00,27.43355,V ugm-3
2020-01-18,24:00:00,28.8915,V ugm-3
2020-01-19,01:00:00,25.41552,V ugm-3
2020-01-19,02:00:00,29.6348,V ugm-3
2020-01-19,03:00:00,80.03154,V ugm-3
2020-01-19,04:00:00,74.62,V ugm-3
2020-01-19,05:00:00,58.31305,V ugm-3
2020-01-19,06:00:00,54.22175,V ugm-3
2020-01-19,07:00:00,52.62574,V ugm-3
2020-01-19,08:00:00,51.71328,V ugm-3
2020-01-19,09:00:00,56.52627,V ugm-3
2020-01-19,10:00:00,66.3721,V ugm-3
2020-01-19,11:00:00,75.05896,V ugm-3
2020-01-19,12:00:00,75.56055,V ugm-3
2020-01-19,13:00:00,53.1321,V ugm-3
2020-01-19,14:00:00,21.73675,V ugm-3
2020-01-19,15:00:00,15.4022,V ugm-3
2020-01-19,16:00:00,19.63384,V ugm-3
2020-01-19,17:00:00,35.17757,V ugm-3
2020-01-19,18:00:00,46.77796,V ugm-3
2020-01-19,19:00:00,63.68467,V ugm-3
2020-01-19,20:00:00,74.55068,V ugm-3
2020-01-19,21:00:00,73.94759,V ugm-3
2020-01-19,22:00:00,60.18481,V ugm-3
2020-01-19,23:00:00,43.15543,V ugm-3
2020-01-19,24:00:00,38.63535,V ugm-3
2020-01-20,01:00:00,45.69927,V ugm-3
2020-01-20,02:00:00,36.7781,V ugm-3
2020-01-20,03:00:00,31.42326,V ugm-3
2020-01-20,04:00:00,29.5387,V ugm-3
2020-01-20,05:00:00,30.29105,V ugm-3
2020-01-20,06:00:00,22.00442,V ugm-3
2020-01-20,07:00:00,61.40766,V ugm-3
2020-01-20,08:00:00,25.09796,V ugm-3
2020-01-20,09:00:00,48.97413,V ugm-3
2020-01-20,10:00:00,48.80968,V ugm-3
2020-01-20,11:00:00,22.54831,V ugm-3
2020-01-20,12:00:00,15.40706,V ugm-3
2020-01-20,13:00:00,16.07247,V ugm-3
2020-01-20,14:00:00,15.64846,V ugm-3
2020-01-20,15:00:00,22.11904,V ugm-3
2020-01-20,16:00:00,39.93487,V ugm-3
2020-01-20,17:00:00,45.08541,V ugm-3
2020-01-20,18:00:00,44.97993,V ugm-3
2020-01-20,19:00:00,32.20864,V ugm-3
2020-01-20,20:00:00,29.96915,V ugm-3
2020-01-20,21:00:00,21.93258,V ugm-3
2020-01-20,22:00:00,64.78156,V ugm-3
2020-01-20,23:00:00,48.10187,V ugm-3
2020-01-20,24:00:00,12.86867,V ugm-3
2020-01-21,01:00:00,11.93954,V ugm-3
2020-01-21,02:00:00,76.61782,V ugm-3
2020-01-21,03:00:00,70.17128,V ugm-3
2020-01-21,04:00:00,65.14006,V ugm-3
2020-01-21,05:00:00,52.2674,V ugm-3
2020-01-21,06:00:00,46.53422,V ugm-3
2020-01-21,07:00:00,47.33159,V ugm-3
2020-01-21,08:00:00,61.18351,V ugm-3
2020-01-21,09:00:00,91.96628,V ugm-3
2020-01-21,10:00:00,97.81948,V ugm-3
2020-01-21,11:00:00,87.81602,V ugm-3
2020-01-21,12:00:00,110.50282,V ugm-3
2020-01-21,13:00:00,107.1521,V ugm-3
2020-01-21,14:00:00,30.42519,V ugm-3
2020-01-21,15:00:00,29.56771,V ugm-3
2020-01-21,16:00:00,42.49961,V ugm-3
2020-01-21,17:00:00,52.58738,V ugm-3
2020-01-21,18:00:00,60.73473,V ugm-3
2020-01-21,19:00:00,67.98698,V ugm-3
2020-01-21,20:00:00,86.6936,V ugm-3
2020-01-21,21:00:00,79.21759,V ugm-3
2020-01-21,22:00:00,79.31276,V ugm-3
2020-01-21,23:00:00,77.44173,V ugm-3
2020-01-21,24:00:00,75.35751,V ugm-3
2020-01-22,01:00:00,72.74696,V ugm-3
2020-01-22,02:00:00,60.31795,V ugm-3
2020-01-22,03:00:00,51.21779,V ugm-3
2020-01-22,04:00:00,46.27637,V ugm-3
2020-01-22,05:00:00,44.19526,V ugm-3
2020-01-22,06:00:00,41.9017,V ugm-3
2020-01-22,07:00:00,42.39714,V ugm-3
2020-01-22,08:00:00,60.60714,V ugm-3
2020-01-22,09:00:00,71.51593,V ugm-3
2020-01-22,10:00:00,106.85645,V ugm-3
2020-01-22,11:00:00,72.02984,V ugm-3
2020-01-22,12:00:00,60.81629,V ugm-3
2020-01-22,13:00:00,83.56456,V ugm-3
2020-01-22,14:00:00,76.08038,V ugm-3
2020-01-22,15:00:00,73.85094,V ugm-3
2020-01-22,16:00:00,85.80979,V ugm-3
2020-01-22,17:00:00,94.21139,V ugm-3
2020-01-22,18:00:00,109.9223,V ugm-3
2020-01-22,19:00:00,100.03983,V ugm-3
2020-01-22,20:00:00,81.00578,V ugm-3
2020-01-22,21:00:00,72.89539,V ugm-3
2020-01-22,22:00:00,57.50108,V ugm-3
2020-01-22,23:00:00,47.3173,V ugm-3
2020-01-22,24:00:00,55.2504,V ugm-3
2020-01-23,01:00:00,56.00069,V ugm-3
2020-01-23,02:00:00,48.10976,V ugm-3
2020-01-23,03:00:00,45.5153,V ugm-3
2020-01-23,04:00:00,44.73534,V ugm-3
2020-01-23,05:00:00,41.74125,V ugm-3
2020-01-23,06:00:00,35.50566,V ugm-3
2020-01-23,07:00:00,48.62796,V ugm-3
2020-01-23,08:00:00,57.33671,V ugm-3
2020-01-23,09:00:00,60.84564,V ugm-3
2020-01-23,10:00:00,69.36582,V ugm-3
2020-01-23,11:00:00,56.09704,V ugm-3
2020-01-23,12:00:00,48.96044,V ugm-3
2020-01-23,13:00:00,44.18686,V ugm-3
2020-01-23,14:00:00,39.70723,V ugm-3
2020-01-23,15:00:00,39.74797,V ugm-3
2020-01-23,16:00:00,49.10894,V ugm-3
2020-01-23,17:00:00,54.54238,V ugm-3
2020-01-23,18:00:00,59.17017,V ugm-3
2020-01-23,19:00:00,71.34398,V ugm-3
2020-01-23,20:00:00,71.72877,V ugm-3
